UNIT NBR;MOVE KIND;CARRIER VISIT;CA;LOAI PTVT;LOAI CAU BEN;STS QUAY;TIME STS QUAY;GAP DELAY;REASON;TIME COMPLETED;PUT CHE NAME;TIME OF FETCH;FETCH CHE NAME;CARRY CHE NAME;FROM POSITION;TO POSITION;UNIT TYPE ISO;UNIT VGM VERIFIED;LINE OP;STS YARD;STS YARD TIME;STS CARRY;STS CARRY START TIME;STS CARRY END TIME;RESTOW REASON
HLBU2110249;DISCHARGE;HN06W22A70;D1 28/05/2026;BARGE;CMIT QUAY;QC04;2026-05-28 9:11:30;1;;2026-05-28 9:19:30;RTG01;2026-05-28 9:11:30;QC04;TT43;V-HN06W22A70-999999;Y-CMIT-1J22F.3;45G1;FCL;HLC;RTG01;28/09:19;TT43;2026-05-28 9:11:30;2026-05-28 9:19:30;
MRSU5507376;DISCHARGE;AT17W22A60;D1 28/05/2026;BARGE;CMIT QUAY;QC07;2026-05-28 9:12:30;1;;2026-05-28 9:19:30;RTG03;2026-05-28 9:12:30;QC07;TT41;V-AT17W22A60-999999;Y-CMIT-2F12F.5;45G1;FCL;MAE;RTG03;28/09:19;TT41;2026-05-28 9:12:30;2026-05-28 9:19:30;
JXLU6214381;LOAD;LS01C621N;D1 28/05/2026;BARGE;CMIT QUAY;QC05;2026-05-28 9:19:30;2;;2026-05-28 9:19:30;QC05;2026-05-28 9:13:30;UN03;TT04;Y-CMIT-5Y12A.3;V-LS01C621N-140590;45G1;MTY;ZIM;UN03;28/09:13;TT04;2026-05-28 9:13:30;2026-05-28 9:19:30;
FANU3563350;HOUSE KEEPING;;D1 28/05/2026;;YARD;;2026-05-28 9:18:30;;;2026-05-28 9:18:30;RS02;2026-05-28 9:15:30;RS02;;Y-CMIT-12Y02B.1;Y-CMIT-8Y08E.1;45G1;FCL;HLC;RS02 & RS02;28/09:15 & 28/09:18;;2026-05-28 9:15:30;2026-05-28 9:18:30;
MSKU0911316;DISCHARGE;AT17W22A60;D1 28/05/2026;BARGE;CMIT QUAY;QC07;2026-05-28 9:14:30;;;2026-05-28 9:18:30;RTG11;2026-05-28 9:14:30;QC07;TT42;V-AT17W22A60-999999;Y-CMIT-2C16B.2;45G1;FCL;MAE;RTG11;28/09:18;TT42;2026-05-28 9:14:30;2026-05-28 9:18:30;
MRKU5162991;DISCHARGE;AT17W22A60;D1 28/05/2026;BARGE;CMIT QUAY;QC07;2026-05-28 9:10:30;11;WAITING;2026-05-28 9:17:30;RTG01;2026-05-28 9:10:30;QC07;TT40;V-AT17W22A60-999999;Y-CMIT-1J22F.2;45G1;FCL;MAE;RTG01;28/09:17;TT40;2026-05-28 9:10:30;2026-05-28 9:17:30;
GAOU6436986;LOAD;LS01C621N;D1 28/05/2026;BARGE;CMIT QUAY;QC05;2026-05-28 9:17:30;3;;2026-05-28 9:17:30;QC05;2026-05-28 9:12:30;UN03;TT01;Y-CMIT-5Y12A.4;V-LS01C621N-140390;45G1;MTY;ZIM;UN03;28/09:12;TT01;2026-05-28 9:12:30;2026-05-28 9:17:30;
MSKU1659195;GATE OUT;72C08234;D1 28/05/2026;;GATE;;2026-05-28 9:17:30;;;2026-05-28 9:17:30;;2026-05-28 9:14:30;RTG09;;Y-CMIT-4J06F.1;T-72C08234-TIP-S;45G1;FCL;MAE;RTG09;28/09:17;;;;
FDCU0350544;DISCHARGE;HN02W22A69;D1 28/05/2026;BARGE;CMIT QUAY;QC06;2026-05-28 9:08:30;1;;2026-05-28 9:16:30;RTG08;2026-05-28 9:08:30;QC06;TT29;V-HN02W22A69-999999;Y-CMIT-3A26C.3;45G1;FCL;HLC;RTG08;28/09:16;TT29;2026-05-28 9:08:30;2026-05-28 9:16:30;
CAAU6079125;DISCHARGE;DN25W22A53;D1 28/05/2026;BARGE;CMIT QUAY;QC02;2026-05-28 9:06:30;9;WAITING;2026-05-28 9:16:30;RTG13;2026-05-28 9:06:30;QC02;TT31;V-DN25W22A53-999999;Y-CMIT-1A30D.4;45G1;FCL;MAE;RTG13;28/09:16;TT31;2026-05-28 9:06:30;2026-05-28 9:16:30;
UETU5460588;DISCHARGE;HN02W22A69;D1 28/05/2026;BARGE;CMIT QUAY;QC06;2026-05-28 9:05:30;3;;2026-05-28 9:15:30;RTG14;2026-05-28 9:05:30;QC06;TT03;V-HN02W22A69-999999;Y-CMIT-1G30C.4;45G1;FCL;HLC;RTG14;28/09:15;TT03;2026-05-28 9:05:30;2026-05-28 9:15:30;
TEMU2929654;DISCHARGE;AT17W22A60;D1 28/05/2026;BARGE;CMIT QUAY;QC01;2026-05-28 9:08:30;2;;2026-05-28 9:15:30;RTG03;2026-05-28 9:08:30;QC01;TT36;V-AT17W22A60-999999;Y-CMIT-2F15D.1;22G1;FCL;MAE;RTG03;28/09:15;TT36;2026-05-28 9:08:30;2026-05-28 9:15:30;
TCKU6640747;SHIFTING;;D1 28/05/2026;;YARD;;2026-05-28 9:15:30;;;2026-05-28 9:15:30;RTG07;2026-05-28 9:14:30;RTG07;RTG07;Y-CMIT-3B08G.5;Y-CMIT-3B08D.5;45G1;FCL;MAE;RTG07;28/09:15;;;;
TRHU4340097;DISCHARGE;AT17W22A60;D1 28/05/2026;BARGE;CMIT QUAY;QC01;2026-05-28 9:10:30;2;;2026-05-28 9:15:30;RTG01;2026-05-28 9:10:30;QC01;TT39;V-AT17W22A60-999999;Y-CMIT-1J22F.1;45G1;FCL;MAE;RTG01;28/09:15;TT39;2026-05-28 9:10:30;2026-05-28 9:15:30;
HLBU3147242;DISCHARGE;HN06W22A70;D1 28/05/2026;BARGE;CMIT QUAY;QC04;2026-05-28 9:08:30;1;;2026-05-28 9:15:30;RTG11;2026-05-28 9:08:30;QC04;TT34;V-HN06W22A70-999999;Y-CMIT-2C16B.1;45G1;FCL;HLC;RTG11;28/09:15;TT34;2026-05-28 9:08:30;2026-05-28 9:15:30;
HNSU5002695;LOAD;LS01C621N;D1 28/05/2026;BARGE;CMIT QUAY;QC05;2026-05-28 9:14:30;1;;2026-05-28 9:14:30;QC05;2026-05-28 9:11:30;EH01;TT30;Y-CMIT-4Z10C.2;V-LS01C621N-140186;45G1;MTY;ZIM;EH01;28/09:11;TT30;2026-05-28 9:11:30;2026-05-28 9:14:30;
HLXU8197120;HOUSE KEEPING;;D1 28/05/2026;;YARD;;2026-05-28 9:14:30;;;2026-05-28 9:14:30;RS02;2026-05-28 9:09:30;RS02;;Y-CMIT-12Y02C.1;Y-CMIT-8Y08D.1;45G1;FCL;HLC;RS02 & RS02;28/09:09 & 28/09:14;;2026-05-28 9:09:30;2026-05-28 9:14:30;
CAIU8486591;GATE IN;51D07144;D1 28/05/2026;;GATE;;2026-05-28 9:14:30;;;2026-05-28 9:14:30;RTG05;;;;T-51D07144-TIP;Y-CMIT-4F10B.2;45G1;FCL;HLC;RTG05;28/09:14;;;;
HAMU2899590;DISCHARGE;DN25W22A53;D1 28/05/2026;BARGE;CMIT QUAY;QC03;2026-05-28 9:03:30;3;;2026-05-28 9:13:30;RTG15;2026-05-28 9:03:30;QC03;TT07;V-DN25W22A53-999999;Y-CMIT-4E02F.1;45G1;FCL;HLC;RTG15;28/09:13;TT07;2026-05-28 9:03:30;2026-05-28 9:13:30;
ZCSU6525887;LOAD;LS01C621N;D1 28/05/2026;BARGE;CMIT QUAY;QC05;2026-05-28 9:13:30;2;;2026-05-28 9:13:30;QC05;2026-05-28 9:08:30;UN03;TT21;Y-CMIT-5Y12B.1;V-LS01C621N-140190;45G1;MTY;ZIM;UN03;28/09:08;TT21;2026-05-28 9:08:30;2026-05-28 9:13:30;
HASU1114581;DISCHARGE;AT17W22A60;D1 28/05/2026;BARGE;CMIT QUAY;QC01;2026-05-28 9:08:30;;;2026-05-28 9:13:30;RTG03;2026-05-28 9:08:30;QC01;TT36;V-AT17W22A60-999999;Y-CMIT-2F15E.3;22G1;FCL;MAE;RTG03;28/09:13;TT36;2026-05-28 9:08:30;2026-05-28 9:13:30;
HAMU1743962;DISCHARGE;HN06W22A70;D1 28/05/2026;BARGE;CMIT QUAY;QC04;2026-05-28 9:10:30;1;;2026-05-28 9:13:30;RTG08;2026-05-28 9:10:30;QC04;TT08;V-HN06W22A70-999999;Y-CMIT-3A18F.3;45G1;FCL;HLC;RTG08;28/09:13;TT08;2026-05-28 9:10:30;2026-05-28 9:13:30;
MRSU6633152;DISCHARGE;HN06W22A70;D1 28/05/2026;BARGE;CMIT QUAY;QC04;2026-05-28 9:09:30;1;;2026-05-28 9:13:30;RTG01;2026-05-28 9:09:30;QC04;TT27;V-HN06W22A70-999999;Y-CMIT-1J22G.3;45G1;FCL;MAE;RTG01;28/09:13;TT27;2026-05-28 9:09:30;2026-05-28 9:13:30;
HAMU2138842;SHIFTING;;D1 28/05/2026;;YARD;;2026-05-28 9:13:30;;;2026-05-28 9:13:30;RTG07;2026-05-28 9:09:30;RTG07;RTG07;Y-CMIT-3B08F.3;Y-CMIT-3B08C.5;45G1;FCL;HLC;RTG07;28/09:13;;;;
CAIU4807902;DISCHARGE;DN25W22A53;D1 28/05/2026;BARGE;CMIT QUAY;QC03;2026-05-28 9:06:30;3;;2026-05-28 9:12:30;RTG11;2026-05-28 9:06:30;QC03;TT42;V-DN25W22A53-999999;Y-CMIT-2C10E.2;45G1;FCL;HLC;RTG11;28/09:12;TT42;2026-05-28 9:06:30;2026-05-28 9:12:30;
CAAU8373519;DISCHARGE;AT17W22A60;D1 28/05/2026;BARGE;CMIT QUAY;QC01;2026-05-28 9:05:30;2;;2026-05-28 9:12:30;RTG12;2026-05-28 9:05:30;QC01;TT18;V-AT17W22A60-999999;Y-CMIT-1H06B.1;45G1;FCL;MAE;RTG12;28/09:12;TT18;2026-05-28 9:05:30;2026-05-28 9:12:30;
MRSU4052457;DISCHARGE;DN25W22A53;D1 28/05/2026;BARGE;CMIT QUAY;QC03;2026-05-28 8:56:30;1;;2026-05-28 9:12:30;RTG13;2026-05-28 8:56:30;QC03;TT33;V-DN25W22A53-999999;Y-CMIT-2A16G.3;45G1;FCL;MAE;RTG13;28/09:12;TT33;2026-05-28 8:56:30;2026-05-28 9:12:30;
MRKU3759695;DISCHARGE;HN06W22A70;D1 28/05/2026;BARGE;CMIT QUAY;QC04;2026-05-28 9:00:30;1;;2026-05-28 9:12:30;RTG14;2026-05-28 9:00:30;QC04;TT23;V-HN06W22A70-999999;Y-CMIT-1G20F.5;45G1;FCL;MAE;RTG14;28/09:12;TT23;2026-05-28 9:00:30;2026-05-28 9:12:30;
TGHU7023371;SHIFTING;;D1 28/05/2026;;YARD;;2026-05-28 9:12:30;;;2026-05-28 9:12:30;RTG09;2026-05-28 9:12:30;RTG09;RTG09;Y-CMIT-4J06F.2;Y-CMIT-4J06G.2;45G1;FCL;MAE;RTG09;28/09:12;;;;
ZCSU7261921;LOAD;LS01C621N;D1 28/05/2026;BARGE;CMIT QUAY;QC05;2026-05-28 9:11:30;2;;2026-05-28 9:11:30;QC05;2026-05-28 9:08:30;EH01;TT15;Y-CMIT-4Z10C.3;V-LS01C621N-140086;45G1;MTY;ZIM;EH01;28/09:08;TT15;2026-05-28 9:08:30;2026-05-28 9:11:30;
MRSU4933973;DISCHARGE;HN06W22A70;D1 28/05/2026;BARGE;CMIT QUAY;QC04;2026-05-28 9:07:30;2;;2026-05-28 9:11:30;RTG01;2026-05-28 9:07:30;QC04;TT13;V-HN06W22A70-999999;Y-CMIT-1J22G.2;45G1;FCL;MAE;RTG01;28/09:11;TT13;2026-05-28 9:07:30;2026-05-28 9:11:30;
HAMU3061940;DISCHARGE;DN25W22A53;D1 28/05/2026;BARGE;CMIT QUAY;QC03;2026-05-28 8:58:30;2;;2026-05-28 9:11:30;RTG08;2026-05-28 8:58:30;QC03;TT16;V-DN25W22A53-999999;Y-CMIT-3A18D.3;45G1;FCL;HLC;RTG08;28/09:11;TT16;2026-05-28 8:58:30;2026-05-28 9:11:30;
TCNU1475639;SHIFTING;;D1 28/05/2026;;YARD;;2026-05-28 9:11:30;;;2026-05-28 9:11:30;RTG09;2026-05-28 9:11:30;RTG09;RTG09;Y-CMIT-4J06F.3;Y-CMIT-4J06E.3;45G1;FCL;MAE;RTG09;28/09:11;;;;
MRSU5678466;DISCHARGE;HN06W22A70;D1 28/05/2026;BARGE;CMIT QUAY;QC04;2026-05-28 9:03:30;2;;2026-05-28 9:10:30;RTG03;2026-05-28 9:03:30;QC04;TT11;V-HN06W22A70-999999;Y-CMIT-2F12F.4;45G1;FCL;MAE;RTG03;28/09:10;TT11;2026-05-28 9:03:30;2026-05-28 9:10:30;
FFAU5632097;SHIFTING;;D1 28/05/2026;;YARD;;2026-05-28 9:09:30;;;2026-05-28 9:09:30;RTG07;2026-05-28 9:07:30;RTG07;RTG07;Y-CMIT-3B08F.4;Y-CMIT-3B08C.4;45G1;FCL;MAE;RTG07;28/09:09;;;;
JXLU6316526;LOAD;LS01C621N;D1 28/05/2026;BARGE;CMIT QUAY;QC05;2026-05-28 9:09:30;2;;2026-05-28 9:09:30;QC05;2026-05-28 9:05:30;UN03;TT04;Y-CMIT-5Y12B.2;V-LS01C621N-140090;45G1;MTY;ZIM;UN03;28/09:05;TT04;2026-05-28 9:05:30;2026-05-28 9:09:30;
HLXU8557355;DISCHARGE;HN02W22A69;D1 28/05/2026;BARGE;CMIT QUAY;QC06;2026-05-28 9:02:30;3;;2026-05-28 9:09:30;RTG11;2026-05-28 9:02:30;QC06;TT41;V-HN02W22A69-999999;Y-CMIT-2C28G.4;45G1;FCL;HLC;RTG11;28/09:09;TT41;2026-05-28 9:02:30;2026-05-28 9:09:30;
TRHU4094373;DISCHARGE;AT17W22A60;D1 28/05/2026;BARGE;CMIT QUAY;QC01;2026-05-28 9:03:30;7;WAITING;2026-05-28 9:09:30;RTG05;2026-05-28 9:03:30;QC01;TT09;V-AT17W22A60-999999;Y-CMIT-3F26G.4;45G1;FCL;MAE;RTG05;28/09:09;TT09;2026-05-28 9:03:30;2026-05-28 9:09:30;
HLBU1703635;DISCHARGE;HN06W22A70;D1 28/05/2026;BARGE;CMIT QUAY;QC04;2026-05-28 9:05:30;2;;2026-05-28 9:09:30;RTG02;2026-05-28 9:05:30;QC04;TT25;V-HN06W22A70-999999;Y-CMIT-4C06B.2;45G1;FCL;HLC;RTG02;28/09:09;TT25;2026-05-28 9:05:30;2026-05-28 9:09:30;
HAMU2676220;DISCHARGE;DN25W22A53;D1 28/05/2026;BARGE;CMIT QUAY;QC03;2026-05-28 9:00:30;2;;2026-05-28 9:09:30;RTG15;2026-05-28 9:00:30;QC03;TT37;V-DN25W22A53-999999;Y-CMIT-3E30D.4;45G1;FCL;HLC;RTG15;28/09:09;TT37;2026-05-28 9:00:30;2026-05-28 9:09:30;
FSCU7175859;DISCHARGE;HN06W22A70;D1 28/05/2026;BARGE;CMIT QUAY;QC04;2026-05-28 9:01:30;1;;2026-05-28 9:09:30;RTG08;2026-05-28 9:01:30;QC04;TT08;V-HN06W22A70-999999;Y-CMIT-3A18F.2;45G1;FCL;HLC;RTG08;28/09:09;TT08;2026-05-28 9:01:30;2026-05-28 9:09:30;
TCKU1227957;DISCHARGE;AT17W22A60;D1 28/05/2026;BARGE;CMIT QUAY;QC01;2026-05-28 8:56:30;2;;2026-05-28 9:08:30;RTG14;2026-05-28 8:56:30;QC01;TT24;V-AT17W22A60-999999;Y-CMIT-1G23E.1;22G1;FCL;MAE;RTG14;28/09:08;TT24;2026-05-28 8:56:30;2026-05-28 9:08:30;
CMAU1890602;GATE OUT;38C06939;D1 28/05/2026;;GATE;;2026-05-28 9:08:30;;;2026-05-28 9:08:30;;2026-05-28 9:08:30;RTG10;;Y-CMIT-3D21B.1;T-38C06939-TIP-S;22G1;FCL;CMA;RTG10;28/09:08;;;;
MRKU4587517;DISCHARGE;DN25W22A53;D1 28/05/2026;BARGE;CMIT QUAY;QC02;2026-05-28 8:57:30;2;;2026-05-28 9:08:30;RTG01;2026-05-28 8:57:30;QC02;TT14;V-DN25W22A53-999999;Y-CMIT-1J18C.2;45G1;FCL;MAE;RTG01;28/09:08;TT14;2026-05-28 8:57:30;2026-05-28 9:08:30;
HAMU4259606;SHIFTING;;D1 28/05/2026;;YARD;;2026-05-28 9:07:30;;;2026-05-28 9:07:30;RTG07;2026-05-28 9:05:30;RTG07;RTG07;Y-CMIT-3B08F.5;Y-CMIT-3B08C.3;45G1;FCL;HLC;RTG07;28/09:07;;;;
UACU5834019;DISCHARGE;HN06W22A70;D1 28/05/2026;BARGE;CMIT QUAY;QC04;2026-05-28 8:58:30;3;;2026-05-28 9:07:30;RTG03;2026-05-28 8:58:30;QC04;TT43;V-HN06W22A70-999999;Y-CMIT-2F02E.5;45G1;FCL;HLC;RTG03;28/09:07;TT43;2026-05-28 8:58:30;2026-05-28 9:07:30;
GAOU6104045;LOAD;LS01C621N;D1 28/05/2026;BARGE;CMIT QUAY;QC05;2026-05-28 9:07:30;1;;2026-05-28 9:07:30;QC05;2026-05-28 9:01:30;UN03;TT30;Y-CMIT-5Y12B.3;V-LS01C621N-140290;45G1;MTY;ZIM;UN03;28/09:01;TT30;2026-05-28 9:01:30;2026-05-28 9:07:30;
MRKU8528868;DISCHARGE;AT17W22A60;D1 28/05/2026;BARGE;CMIT QUAY;QC01;2026-05-28 8:54:30;1;;2026-05-28 9:06:30;RTG13;2026-05-28 8:54:30;QC01;TT40;V-AT17W22A60-999999;Y-CMIT-1A13D.2;22G1;FCL;MAE;RTG13;28/09:06;TT40;2026-05-28 8:54:30;2026-05-28 9:06:30;
MSKU7305373;GATE IN;72H05271;D1 28/05/2026;;GATE;;2026-05-28 9:06:30;;;2026-05-28 9:06:30;RS02;;;;T-72H05271-TIP;Y-CMIT-1Z29C.1;22G1;MTY;MAE;RS02;28/09:06;;;;
ZCSU6880599;LOAD;LS01C621N;D1 28/05/2026;BARGE;CMIT QUAY;QC05;2026-05-28 9:06:30;2;;2026-05-28 9:06:30;QC05;2026-05-28 9:00:30;EH01;TT01;Y-CMIT-4Z10C.4;V-LS01C621N-140286;45G1;MTY;ZIM;EH01;28/09:00;TT01;2026-05-28 9:00:30;2026-05-28 9:06:30;
MRKU4996710;DISCHARGE;DN25W22A53;D1 28/05/2026;BARGE;CMIT QUAY;QC02;2026-05-28 8:55:30;;;2026-05-28 9:06:30;RTG01;2026-05-28 8:55:30;QC02;TT19;V-DN25W22A53-999999;Y-CMIT-1J18E.3;45G1;FCL;MAE;RTG01;28/09:06;TT19;2026-05-28 8:55:30;2026-05-28 9:06:30;
TLLU2234534;DISCHARGE;AT17W22A60;D1 28/05/2026;BARGE;CMIT QUAY;QC01;2026-05-28 8:56:30;;;2026-05-28 9:06:30;RTG14;2026-05-28 8:56:30;QC01;TT24;V-AT17W22A60-999999;Y-CMIT-1G23B.1;22G1;FCL;MAE;RTG14;28/09:06;TT24;2026-05-28 8:56:30;2026-05-28 9:06:30;
TGHU5081342;DISCHARGE;HN02W22A69;D1 28/05/2026;BARGE;CMIT QUAY;QC06;2026-05-28 8:57:30;1;;2026-05-28 9:05:30;RTG15;2026-05-28 8:57:30;QC06;TT29;V-HN02W22A69-999999;Y-CMIT-3E30B.2;42G1;FCL;HLC;RTG15;28/09:05;TT29;2026-05-28 8:57:30;2026-05-28 9:05:30;
HLBU1648672;DISCHARGE;HN02W22A69;D1 28/05/2026;BARGE;CMIT QUAY;QC06;2026-05-28 8:59:30;2;;2026-05-28 9:05:30;RTG11;2026-05-28 8:59:30;QC06;TT27;V-HN02W22A69-999999;Y-CMIT-1C10B.3;45G1;FCL;HLC;RTG11;28/09:05;TT27;2026-05-28 8:59:30;2026-05-28 9:05:30;
MSKU7152280;DISCHARGE;AT17W22A60;D1 28/05/2026;BARGE;CMIT QUAY;QC01;2026-05-28 8:53:30;5;WAITING;2026-05-28 9:05:30;RTG03;2026-05-28 8:53:30;QC01;TT39;V-AT17W22A60-999999;Y-CMIT-2F15E.2;22G1;FCL;MAE;RTG03;28/09:05;TT39;2026-05-28 8:53:30;2026-05-28 9:05:30;
UETU8452328;DISCHARGE;DN25W22A53;D1 28/05/2026;BARGE;CMIT QUAY;QC03;2026-05-28 8:55:30;7;WAITING;2026-05-28 9:05:30;RTG12;2026-05-28 8:55:30;QC03;TT31;V-DN25W22A53-999999;Y-CMIT-1H24F.5;45G1;FCL;MAE;RTG12;28/09:05;TT31;2026-05-28 8:55:30;2026-05-28 9:05:30;
CIPU5089148;DISCHARGE;HN06W22A70;D1 28/05/2026;BARGE;CMIT QUAY;QC04;2026-05-28 8:59:30;1;;2026-05-28 9:05:30;RTG08;2026-05-28 8:59:30;QC04;TT25;V-HN06W22A70-999999;Y-CMIT-3A38G.4;45G1;FCL;MAE;RTG08;28/09:05;TT25;2026-05-28 8:59:30;2026-05-28 9:05:30;
JXLU4318577;LOAD;LS01C621N;D1 28/05/2026;BARGE;CMIT QUAY;QC05;2026-05-28 9:04:30;1;;2026-05-28 9:04:30;QC05;2026-05-28 8:58:30;UN03;TT21;Y-CMIT-5Y12B.4;V-LS01C621N-140490;45G1;MTY;ZIM;UN03;28/08:58;TT21;2026-05-28 8:58:30;2026-05-28 9:04:30;
TCKU7798594;DISCHARGE;HN06W22A70;D1 28/05/2026;BARGE;CMIT QUAY;QC04;2026-05-28 8:55:30;1;;2026-05-28 9:04:30;RTG02;2026-05-28 8:55:30;QC04;TT13;V-HN06W22A70-999999;Y-CMIT-3C30D.5;45G1;FCL;MAE;RTG02;28/09:04;TT13;2026-05-28 8:55:30;2026-05-28 9:04:30;
TCKU6626461;DISCHARGE;AT17W22A60;D1 28/05/2026;BARGE;CMIT QUAY;QC07;2026-05-28 8:55:30;1;;2026-05-28 9:04:30;RTG01;2026-05-28 8:55:30;QC07;TT36;V-AT17W22A60-999999;Y-CMIT-1J18C.1;45G1;FCL;MAE;RTG01;28/09:04;TT36;2026-05-28 8:55:30;2026-05-28 9:04:30;
UETU7835554;DISCHARGE;AT17W22A60;D1 28/05/2026;BARGE;CMIT QUAY;QC07;2026-05-28 8:59:30;4;WAITING;2026-05-28 9:03:30;RTG13;2026-05-28 8:59:30;QC07;TT20;V-AT17W22A60-999999;Y-CMIT-1A06D.5;45G1;FCL;MAE;RTG13;28/09:03;TT20;2026-05-28 8:59:30;2026-05-28 9:03:30;
CAAU5292666;LOAD;LS01C621N;D1 28/05/2026;BARGE;CMIT QUAY;QC05;2026-05-28 9:03:30;1;;2026-05-28 9:03:30;QC05;2026-05-28 8:57:30;UN03;TT15;Y-CMIT-5Y12C.1;V-LS01C621N-140588;45G1;MTY;ZIM;UN03;28/08:57;TT15;2026-05-28 8:57:30;2026-05-28 9:03:30;
TRHU8344803;DISCHARGE;AT17W22A60;D1 28/05/2026;BARGE;CMIT QUAY;QC07;2026-05-28 8:54:30;2;;2026-05-28 9:03:30;RTG12;2026-05-28 8:54:30;QC07;TT42;V-AT17W22A60-999999;Y-CMIT-1H24B.2;45G1;FCL;MAE;RTG12;28/09:03;TT42;2026-05-28 8:54:30;2026-05-28 9:03:30;
SUDU1864450;DISCHARGE;AT17W22A60;D1 28/05/2026;BARGE;CMIT QUAY;QC01;2026-05-28 8:53:30;;;2026-05-28 9:03:30;RTG03;2026-05-28 8:53:30;QC01;TT39;V-AT17W22A60-999999;Y-CMIT-2F15E.1;22G1;FCL;MAE;RTG03;28/09:03;TT39;2026-05-28 8:53:30;2026-05-28 9:03:30;
HAMU2708400;DISCHARGE;HN02W22A69;D1 28/05/2026;BARGE;CMIT QUAY;QC06;2026-05-28 8:49:30;1;;2026-05-28 9:02:30;RTG14;2026-05-28 8:49:30;QC06;TT12;V-HN02W22A69-999999;Y-CMIT-1G26F.3;45G1;FCL;HLC;RTG14;28/09:02;TT12;2026-05-28 8:49:30;2026-05-28 9:02:30;
CAAU8191089;LOAD;LS01C621N;D1 28/05/2026;BARGE;CMIT QUAY;QC05;2026-05-28 9:02:30;2;;2026-05-28 9:02:30;QC05;2026-05-28 8:55:30;UN03;TT11;Y-CMIT-5Y12C.2;V-LS01C621N-140388;45G1;MTY;ZIM;UN03;28/08:55;TT11;2026-05-28 8:55:30;2026-05-28 9:02:30;
HAMU3648619;DISCHARGE;HN06W22A70;D1 28/05/2026;BARGE;CMIT QUAY;QC04;2026-05-28 8:54:30;1;;2026-05-28 9:01:30;RTG01;2026-05-28 8:54:30;QC04;TT34;V-HN06W22A70-999999;Y-CMIT-1J22C.1;45G1;FCL;HLC;RTG01;28/09:01;TT34;2026-05-28 8:54:30;2026-05-28 9:01:30;
HLBU1438634;DISCHARGE;HN02W22A69;D1 28/05/2026;BARGE;CMIT QUAY;QC06;2026-05-28 8:53:30;4;WAITING;2026-05-28 9:01:30;RTG02;2026-05-28 8:53:30;QC06;TT41;V-HN02W22A69-999999;Y-CMIT-3C20D.5;45G1;FCL;HLC;RTG02;28/09:01;TT41;2026-05-28 8:53:30;2026-05-28 9:01:30;
HLBU2160722;DISCHARGE;HN02W22A69;D1 28/05/2026;BARGE;CMIT QUAY;QC06;2026-05-28 8:56:30;1;;2026-05-28 9:01:30;RTG08;2026-05-28 8:56:30;QC06;TT07;V-HN02W22A69-999999;Y-CMIT-3A02C.5;45G1;FCL;HLC;RTG08;28/09:01;TT07;2026-05-28 8:56:30;2026-05-28 9:01:30;
HLXU8286269;DISCHARGE;HN02W22A69;D1 28/05/2026;BARGE;CMIT QUAY;QC06;2026-05-28 8:55:30;2;;2026-05-28 9:00:30;RTG11;2026-05-28 8:55:30;QC06;TT02;V-HN02W22A69-999999;Y-CMIT-1C02D.3;45G1;FCL;HLC;RTG11;28/09:00;TT02;2026-05-28 8:55:30;2026-05-28 9:00:30;
TTMU4993245;LOAD;LS01C621N;D1 28/05/2026;BARGE;CMIT QUAY;QC05;2026-05-28 9:00:30;3;;2026-05-28 9:00:30;QC05;2026-05-28 8:56:30;EH01;TT04;Y-CMIT-4Z10D.1;V-LS01C621N-140486;45G1;MTY;ZIM;EH01;28/08:56;TT04;2026-05-28 8:56:30;2026-05-28 9:00:30;
MSKU7093192;DISCHARGE;AT17W22A60;D1 28/05/2026;BARGE;CMIT QUAY;QC01;2026-05-28 8:54:30;;;2026-05-28 9:00:30;RTG12;2026-05-28 8:54:30;QC01;TT40;V-AT17W22A60-999999;Y-CMIT-1H27G.1;22G1;FCL;MAE;RTG12;28/09:00;TT40;2026-05-28 8:54:30;2026-05-28 9:00:30;
CAAU4631960;DISCHARGE;AT17W22A60;D1 28/05/2026;BARGE;CMIT QUAY;QC07;2026-05-28 8:49:30;4;WAITING;2026-05-28 8:59:30;RTG03;2026-05-28 8:49:30;QC07;TT35;V-AT17W22A60-999999;Y-CMIT-2F12D.5;45G1;FCL;MAE;RTG03;28/08:59;TT35;2026-05-28 8:49:30;2026-05-28 8:59:30;
FANU3081553;DISCHARGE;HN02W22A69;D1 28/05/2026;BARGE;CMIT QUAY;QC06;2026-05-28 8:47:30;2;;2026-05-28 8:59:30;RTG11;2026-05-28 8:47:30;QC06;TT03;V-HN02W22A69-999999;Y-CMIT-1C02D.2;45G1;FCL;HLC;RTG11;28/08:59;TT03;2026-05-28 8:47:30;2026-05-28 8:59:30;
BEAU4710013;DISCHARGE;HN06W22A70;D1 28/05/2026;BARGE;CMIT QUAY;QC04;2026-05-28 8:53:30;1;;2026-05-28 8:58:30;RTG08;2026-05-28 8:53:30;QC04;TT23;V-HN06W22A70-999999;Y-CMIT-3A02G.4;45G1;FCL;HLC;RTG08;28/08:58;TT23;2026-05-28 8:53:30;2026-05-28 8:58:30;
JAYU1097809;GATE OUT;50H89672;D1 28/05/2026;;GATE;;2026-05-28 8:58:30;;;2026-05-28 8:58:30;;2026-05-28 8:57:30;RTG10;;Y-CMIT-3D23D.1;T-50H89672-TIP-S;22G1;FCL;CMA;RTG10;28/08:58;;;;
